id,bid_amount,bid_amount_btc,bid_price,ask_amount,ask_amount_btc,ask_price,coin,exchange,timestamp
235,179.3057286,0.003188055854508,1.778e-05,529.87653393,0.0108571701802257,2.049e-05,EMC2,Bittrex,
236,43.61606649,0.0007750575015273,1.777e-05,757.96016392,0.015538183360360001,2.05e-05,EMC2,Bittrex,
237,244.813235,0.0043478830536,1.776e-05,982.55956767,0.020152296732911697,2.051e-05,EMC2,Bittrex,
238,5815.582422,0.10322658799050001,1.775e-05,146.1483195,0.0029989635161400004,2.052e-05,EMC2,Bittrex,
239,1816.22286,0.032165306850600005,1.771e-05,245.0,0.0050617,2.066e-05,EMC2,Bittrex,
240,69.12317479,0.001223480193783,1.77e-05,1128.96112296,0.0233469160228128,2.068e-05,EMC2,Bittrex,
241,61.64364369,0.0010867774382546998,1.763e-05,12040.25522936,0.2491128806954584,2.069e-05,EMC2,Bittrex,
242,500.0,0.008805,1.761e-05,12131.75675676,0.251127364864932,2.07e-05,EMC2,Bittrex,
243,64.61064618,0.001137147372768,1.76e-05,2538.84416783,0.052807958690864,2.08e-05,EMC2,Bittrex,
244,4195.15590867,0.07341522840172499,1.75e-05,7385.24185587,0.154351554787683,2.09e-05,EMC2,Bittrex,
245,57.09788208,0.0009974999999376,1.747e-05,2340.0,0.048976200000000004,2.093e-05,EMC2,Bittrex,
246,32.1069478,0.00055866089172,1.74e-05,400.41004724,0.0083965986906228,2.097e-05,EMC2,Bittrex,
247,3000.0,0.052050000000000006,1.735e-05,26.0,0.00054548,2.098e-05,EMC2,Bittrex,
248,211.76585494,0.0036677846075608,1.732e-05,10000.0,0.2099,2.099e-05,EMC2,Bittrex,
249,73.6307594,0.00127381213762,1.73e-05,11775.35300486,0.24728241310206,2.1e-05,EMC2,Bittrex,
250,28.92981439,0.0004987500000836001,1.724e-05,2100.0,0.044121,2.101e-05,EMC2,Bittrex,
251,347.76524694,0.0059850398998374,1.721e-05,45.3564378,0.000953392322556,2.102e-05,EMC2,Bittrex,
252,751.18700543,0.012920416493396002,1.72e-05,263.23856796,0.0055517013982764,2.109e-05,EMC2,Bittrex,
253,58.0,0.0009964400000000001,1.718e-05,60.74521196,0.001281723972356,2.11e-05,EMC2,Bittrex,
254,1000.0,0.01712,1.712e-05,150.0,0.0031665,2.111e-05,EMC2,Bittrex,
255,100.0,0.001711,1.711e-05,25.59009438,0.0005404627933056,2.112e-05,EMC2,Bittrex,
256,618.69060526,0.010579609349946,1.71e-05,405.17280266,0.008630180696658,2.13e-05,EMC2,Bittrex,
257,200.0,0.0034159999999999998,1.708e-05,2251.37641804,0.04804437276097359,2.134e-05,EMC2,Bittrex,
258,58.43585237,0.0009974999999559,1.707e-05,50.05332645,0.0010696395862365,2.137e-05,EMC2,Bittrex,
259,100.0,0.0017010000000000003,1.701e-05,8501.8104086,0.181853724639954,2.139e-05,EMC2,Bittrex,
260,8186.3305314,0.1391676190338,1.7e-05,1275.0328702,0.027349455065789997,2.145e-05,EMC2,Bittrex,
261,31.99853847,0.000540775300143,1.69e-05,3720.76399296,0.0799592182087104,2.149e-05,EMC2,Bittrex,
262,3375.16568358,0.056702783484143995,1.68e-05,577.06792163,0.012406960315045,2.15e-05,EMC2,Bittrex,
263,50.0,0.000833,1.666e-05,500.0,0.010825000000000001,2.165e-05,EMC2,Bittrex,
264,38.63544182,0.000641348334212,1.66e-05,23.21968139,0.0005036348893491001,2.169e-05,EMC2,Bittrex,
265,11505.29057023,0.18983729440879502,1.65e-05,3419.2491621,0.07419770681757,2.17e-05,EMC2,Bittrex,
266,672.74795745,0.011066703900052498,1.645e-05,500.0,0.010875,2.175e-05,EMC2,Bittrex,
267,31.55042819,0.0005158495009065001,1.635e-05,25.0,0.00054425,2.177e-05,EMC2,Bittrex,
268,923.35453613,0.015078379575002902,1.633e-05,500.0,0.010924999999999999,2.185e-05,EMC2,Bittrex,
269,183.93623544,0.0030000000000264,1.631e-05,1788.37023677,0.0390937733757922,2.186e-05,EMC2,Bittrex,
270,34.01044286,0.000554370218618,1.63e-05,187.70745545,0.0041051620506914995,2.187e-05,EMC2,Bittrex,
271,33.16064781,0.0005401869528249,1.629e-05,24.69990936,0.0005404340167968,2.188e-05,EMC2,Bittrex,
272,100.0,0.001616,1.616e-05,110.2743,0.0024139044269999997,2.189e-05,EMC2,Bittrex,
273,100.0,0.001611,1.611e-05,1327.33442874,0.029068623989406,2.19e-05,EMC2,Bittrex,
274,2000.0,0.0322,1.61e-05,27.0,0.00059184,2.192e-05,EMC2,Bittrex,
275,13825.23965111,0.22120383441775998,1.6e-05,2500.0,0.05485,2.194e-05,EMC2,Bittrex,
