coin,exchange,unix_timestamp,open,high,low,close,volumeto,volumefrom,time,UPPER_BOLLINGER_BAND_VALUE,MIDDLE_BOLLINGER_BAND_VALUE,LOWER_BOLLINGER_BAND_VALUE
BTC,Bitfinex,1437417000.0,277.31,282.1,273.5,276.1,9119455.36,32815.270000000004,20-07-2015 18:30,,,
BTC,Bitfinex,1437676200.0,276.1,289.93,274.5,289.3,11336611.65,40303.0,23-07-2015 18:30,,,
BTC,Bitfinex,1437935400.0,289.3,298.74,286.0,294.71,13543915.7,46393.25,26-07-2015 18:30,,,
BTC,Bitfinex,1438194600.0,294.71,298.93,284.01,287.66,12426372.8,42606.36,29-07-2015 18:30,,,
BTC,Bitfinex,1438453800.0,287.66,289.85,276.26,282.34,10856291.96,38572.26,01-08-2015 18:30,,,
BTC,Bitfinex,1438713000.0,282.34,287.05,279.7,282.38,9671071.75,34047.72,04-08-2015 18:30,,,
BTC,Bitfinex,1438972200.0,282.38,282.64,260.62,261.13,16178553.05,59134.56,07-08-2015 18:30,,,
BTC,Bitfinex,1439231400.0,261.13,272.99,260.68,271.22,11854231.86,44684.32,10-08-2015 18:30,,,
BTC,Bitfinex,1439490600.0,271.22,273.75,262.13,266.57,11427212.42,42785.08,13-08-2015 18:30,,,
BTC,Bitfinex,1439749800.0,266.57,267.76,256.5,258.49,12457974.57,47795.88000000001,16-08-2015 18:30,,,
BTC,Bitfinex,1440009000.0,258.49,258.5,162.0,235.52,43961995.74,191764.15,19-08-2015 18:30,,,
BTC,Bitfinex,1440268200.0,235.52,236.43,221.77,227.53,10516434.73,45712.35000000001,22-08-2015 18:30,,,
BTC,Bitfinex,1440527400.0,227.53,232.38,196.6,225.98,30519151.74,140977.65,25-08-2015 18:30,,,
BTC,Bitfinex,1440786600.0,225.98,238.9,220.11,229.17,11174686.62,48767.06,28-08-2015 18:30,,,
BTC,Bitfinex,1441045800.0,229.17,233.96,225.2,227.6,6873182.24,29947.65,31-08-2015 18:30,,,
BTC,Bitfinex,1441305000.0,227.6,231.89,226.1,231.19,6141752.48,26805.59,03-09-2015 18:30,,,
BTC,Bitfinex,1441564200.0,231.19,248.48,230.01,240.34,9450525.27,39496.85,06-09-2015 18:30,,,
BTC,Bitfinex,1441823400.0,240.34,247.68,237.01,239.69,10328316.47,42678.9,09-09-2015 18:30,,,
BTC,Bitfinex,1442082600.0,239.69,242.78,228.95,231.15,6674315.66,28231.29,12-09-2015 18:30,,,
BTC,Bitfinex,1442341800.0,231.15,233.9,227.33,228.97,5829986.5,25282.4,15-09-2015 18:30,,,
BTC,Bitfinex,1442601000.0,228.97,236.26,228.93,232.09,5819677.279999998,24975.12,18-09-2015 18:30,,,
BTC,Bitfinex,1442860200.0,232.09,233.95,224.25,230.61,7244687.91,31614.92,21-09-2015 18:30,,,
BTC,Bitfinex,1443119400.0,232.25,237.7,230.03,235.64,7036631.35,30006.68,24-09-2015 18:30,,,
BTC,Bitfinex,1443378600.0,235.69,241.44,233.0,241.09,4657457.23,19639.81,27-09-2015 18:30,,,
BTC,Bitfinex,1443637800.0,240.8,241.5,235.11,238.47,4749007.92,19938.710000000006,30-09-2015 18:30,,,
BTC,Bitfinex,1443897000.0,238.15,241.11,237.33,239.48,3250164.58,13581.47,03-10-2015 18:30,,,
BTC,Bitfinex,1444156200.0,239.49,249.01,236.24,244.11,8796307.33,36067.55,06-10-2015 18:30,,,
BTC,Bitfinex,1444415400.0,244.03,246.41,242.62,246.02,3331652.84,13623.5,09-10-2015 18:30,,,
BTC,Bitfinex,1444674600.0,245.97,253.43,243.75,250.34,6517617.73,26229.33,12-10-2015 18:30,,,
BTC,Bitfinex,1444933800.0,251.14,267.83,250.1,263.27,10770150.75,41685.14,15-10-2015 18:30,,,
BTC,Bitfinex,1445193000.0,263.07,275.19,258.32,265.03,17754042.96,66171.12,18-10-2015 18:30,,,
BTC,Bitfinex,1445452200.0,266.5,279.97,264.1,275.89,13946358.81,51308.89,21-10-2015 18:30,,,
BTC,Bitfinex,1445711400.0,275.58,295.99,275.15,288.86,18758701.16,65747.76,24-10-2015 18:30,,,
BTC,Bitfinex,1445970600.0,286.21,307.99,282.25,303.95,23032584.41,78057.20999999999,27-10-2015 18:30,,,
BTC,Bitfinex,1446229800.0,303.59,336.0,301.5,315.3,48756329.23,152509.95,30-10-2015 18:30,,,
BTC,Bitfinex,1446489000.0,318.1,423.88,313.6,398.8,98518617.65,263357.86,02-11-2015 18:30,,,
BTC,Bitfinex,1446748200.0,408.28,504.0,351.2,370.66,218434076.33,521319.72,05-11-2015 18:30,,,
BTC,Bitfinex,1447007400.0,370.66,392.23,360.0,381.94,37939190.1,99862.34,08-11-2015 18:30,,,
BTC,Bitfinex,1447266600.0,372.0,383.4,300.28,336.31,83172434.48,250905.09000000003,11-11-2015 18:30,,,
