coin,exchange,unix_timestamp,open,high,low,close,volumeto,volumefrom,time,UPPER_BOLLINGER_BAND_VALUE,MIDDLE_BOLLINGER_BAND_VALUE,LOWER_BOLLINGER_BAND_VALUE
BTC,Bitfinex,1530426600.0,6358.2,6390.9,6318.8,6351.6,14028207.11,2204.48,01-07-2018 06:30,6492.876028703161,6147.674499999999,5802.472971296837
BTC,Bitfinex,1530448200.0,6351.6,6361.7,6260.0,6316.4,17545378.37,2781.5199999999995,01-07-2018 12:30,6508.108807512034,6155.174499999999,5802.240192487964
BTC,Bitfinex,1530469800.0,6316.4,6418.0,6299.3,6341.3,26663974.63,4189.71,01-07-2018 18:30,6528.326120597567,6167.8845,5807.442879402433
BTC,Bitfinex,1530491400.0,6341.3,6348.2,6275.0,6312.1,18417878.16,2916.86,02-07-2018 00:30,6542.76058421884,6179.789500000001,5816.818415781161
BTC,Bitfinex,1530513000.0,6312.1,6369.0,6312.1,6342.97,24173880.13,3813.47,02-07-2018 06:30,6559.639228748218,6192.198,5824.756771251783
BTC,Bitfinex,1530534600.0,6342.97,6681.1,6341.0,6642.0,101988453.09,15528.170000000002,02-07-2018 12:30,6632.673386839894,6218.233000000001,5803.792613160108
BTC,Bitfinex,1530556200.0,6642.0,6681.2,6601.0,6612.8,26927560.28,4056.2,02-07-2018 18:30,6688.450183983421,6241.793,5795.135816016578
BTC,Bitfinex,1530577800.0,6612.8,6675.2,6609.9,6635.9,24409858.1,3676.8,03-07-2018 00:30,6741.616969728089,6268.3730000000005,5795.129030271912
BTC,Bitfinex,1530599400.0,6635.9,6648.9,6539.0,6581.3,33217400.34,5039.76,03-07-2018 06:30,6777.967360902414,6292.1035,5806.239639097586
BTC,Bitfinex,1530621000.0,6581.3,6594.0,6550.0,6573.8,14664419.88,2230.67,03-07-2018 12:30,6808.075804921229,6315.748500000001,5823.421195078772
BTC,Bitfinex,1530642600.0,6573.8,6651.1,6454.0,6458.6,42706778.05,6529.700000000002,03-07-2018 18:30,6798.452280343038,6344.4035,5890.3547196569625
BTC,Bitfinex,1530664200.0,6458.6,6507.0,6414.1,6473.8,26842677.5,4155.2,04-07-2018 00:30,6779.138666865186,6373.703500000001,5968.268333134817
BTC,Bitfinex,1530685800.0,6473.8,6557.6,6467.52,6549.7,35401706.129999995,5429.1799999999985,04-07-2018 06:30,6745.8762985651465,6407.918500000001,6069.960701434855
BTC,Bitfinex,1530707400.0,6549.7,6784.9,6549.6,6673.0,58396753.91,8711.65,04-07-2018 12:30,6708.81259751707,6447.063500000001,6185.314402482933
BTC,Bitfinex,1530729000.0,6673.0,6704.8,6525.0,6562.0,29075337.09,4395.63,04-07-2018 18:30,6711.1243371121145,6463.208500000001,6215.292662887887
BTC,Bitfinex,1530750600.0,6562.0,6704.7,6557.1,6594.9,24133842.020000003,3643.27,05-07-2018 00:30,6725.324608964485,6473.4535,6221.582391035514
BTC,Bitfinex,1530772200.0,6594.9,6687.7,6546.6,6634.8,34816274.24,5257.94,05-07-2018 06:30,6743.996537126403,6485.3935,6226.790462873597
BTC,Bitfinex,1530793800.0,6634.8,6667.0,6423.4,6482.3,63315776.7,9634.55,05-07-2018 12:30,6740.940772959424,6493.4185,6245.8962270405755
BTC,Bitfinex,1530815400.0,6482.3,6558.1,6460.0,6535.9,19554642.33,3002.26,05-07-2018 18:30,6743.233821623365,6501.6685,6260.103178376635
BTC,Bitfinex,1530837000.0,6535.9,6552.4,6466.0,6466.4,21671996.68,3331.56,06-07-2018 00:30,6740.249817985296,6507.0785000000005,6273.907182014705
BTC,Bitfinex,1530858600.0,6466.4,6637.51,6451.9,6589.0,36912935.09,5652.74,06-07-2018 06:30,6743.253626047087,6518.9484999999995,6294.643373952912
BTC,Bitfinex,1530880200.0,6589.0,6638.5,6521.5,6563.9,26265971.81,3997.86,06-07-2018 12:30,6736.016381095068,6531.3234999999995,6326.630618904931
BTC,Bitfinex,1530901800.0,6563.9,6641.78,6559.24,6597.9,11474168.9,1739.78,06-07-2018 18:30,6730.983475996893,6544.1534999999985,6357.3235240031045
BTC,Bitfinex,1530923400.0,6597.9,6623.9,6563.3,6582.8,8421336.46,1277.4899999999998,07-07-2018 00:30,6711.641739819757,6557.688499999999,6403.735260180241
BTC,Bitfinex,1530945000.0,6582.8,6615.0,6554.0,6565.7,12939642.94,1965.77,07-07-2018 06:30,6687.136214599462,6568.825,6450.513785400538
BTC,Bitfinex,1530966600.0,6565.7,6594.1,6519.0,6554.0,19726698.6,3010.9600000000005,07-07-2018 12:30,6677.972978845949,6564.425,6450.877021154051
BTC,Bitfinex,1530988200.0,6554.0,6837.0,6511.0,6748.05,61203869.76000001,9140.81,07-07-2018 18:30,6708.976533943199,6571.1875,6433.398466056801
BTC,Bitfinex,1531009800.0,6748.05,6761.0,6716.9,6729.8,24447372.1,3627.58,08-07-2018 00:30,6727.8419987982,6575.8825,6423.9230012018
BTC,Bitfinex,1531031400.0,6729.8,6760.0,6719.1,6733.0,18336548.32,2721.58,08-07-2018 06:30,6750.179444008221,6583.467500000001,6416.75555599178
BTC,Bitfinex,1531053000.0,6733.0,6774.8,6701.2,6753.0,18141886.1,2688.02,08-07-2018 12:30,6774.639759398208,6592.4275,6410.215240601791
BTC,Bitfinex,1531074600.0,6753.0,6768.4,6669.9,6712.8,16527727.42,2459.41,08-07-2018 18:30,6783.662229029342,6605.1375,6426.612770970658
BTC,Bitfinex,1531096200.0,6712.8,6719.81,6686.0,6708.5,10357102.19,1545.31,09-07-2018 00:30,6790.098050872267,6616.8725,6443.646949127734
BTC,Bitfinex,1531117800.0,6708.5,6745.2,6663.0,6709.4,26685882.070000004,3980.3,09-07-2018 06:30,6799.677090649904,6624.8575,6450.037909350096
BTC,Bitfinex,1531139400.0,6709.4,6740.5,6674.5,6701.1,30723061.14,4580.21,09-07-2018 12:30,6803.047784667588,6626.2625,6449.477215332412
BTC,Bitfinex,1531161000.0,6701.1,6820.0,6616.6,6667.5,40603285.0,6061.85,09-07-2018 18:30,6806.625783088847,6631.5375,6456.449216911154
BTC,Bitfinex,1531182600.0,6667.5,6675.3,6560.1,6596.3,35617785.83,5380.13,10-07-2018 00:30,6806.638246656124,6631.6075,6456.576753343877
BTC,Bitfinex,1531204200.0,6596.3,6615.0,6324.8,6370.5,65641569.07,10175.55,10-07-2018 06:30,6827.1282283145365,6618.3925,6409.656771685463
BTC,Bitfinex,1531225800.0,6370.5,6410.0,6342.7,6380.1,33938092.03,5326.5,10-07-2018 12:30,6839.376695580072,6613.282499999999,6387.188304419927
BTC,Bitfinex,1531247400.0,6380.1,6409.2,6260.1,6385.0,39912100.70999999,6289.5,10-07-2018 18:30,6850.922831688093,6605.7375,6360.552168311908
BTC,Bitfinex,1531269000.0,6385.0,6392.6,6286.3,6319.4,20605901.71,3254.29,11-07-2018 00:30,6867.487113294036,6598.3875,6329.2878867059635
BTC,Bitfinex,1531290600.0,6319.4,6407.9,6314.14,6371.2,33653775.15,5296.53,11-07-2018 06:30,6874.282158716257,6587.4975,6300.712841283744
BTC,Bitfinex,1531312200.0,6371.2,6395.0,6332.7,6345.9,26321291.27,4134.49,11-07-2018 12:30,6882.1015138443345,6576.597499999999,6271.093486155663
