coin,exchange,unix_timestamp,time,open,high,low,close,volumefrom,volumeto,UPPER_BOLLINGER_BAND_VALUE,MIDDLE_BOLLINGER_BAND_VALUE,LOWER_BOLLINGER_BAND_VALUE
BTC,Bitfinex,1527746400,31-05-2018 06:00,7497.2,7599.7,7488.2,7570.1,1853.6,14036538.56,7561.561304000003,7392.976,7224.390695999998
BTC,Bitfinex,1527750000,31-05-2018 07:00,7570.1,7593.0,7557.1,7565.7,562.04,4255645.0,7573.911709999998,7395.856,7217.800290000001
BTC,Bitfinex,1527753600,31-05-2018 08:00,7565.7,7575.2,7503.0,7544.5,710.59,5357800.59,7579.019570999999,7397.130999999998,7215.242429000001
BTC,Bitfinex,1527757200,31-05-2018 09:00,7544.5,7565.8,7524.7,7536.8,791.19,5969037.51,7584.311501,7398.556,7212.800498999999
BTC,Bitfinex,1527760800,31-05-2018 10:00,7536.8,7546.9,7487.7,7541.6,945.71,7111321.31,7602.079881999999,7406.300999999998,7210.522118000001
BTC,Bitfinex,1527764400,31-05-2018 11:00,7541.6,7560.7,7526.9,7537.4,385.59,2909687.73,7617.101147,7416.670999999998,7216.240853
BTC,Bitfinex,1527768000,31-05-2018 12:00,7537.4,7575.0,7532.9,7543.1,627.58,4740575.16,7629.035611,7428.781,7228.526389
BTC,Bitfinex,1527771600,31-05-2018 13:00,7543.1,7545.4,7501.0,7538.6,929.02,6988262.95,7638.81209,7439.760999999998,7240.70991
BTC,Bitfinex,1527775200,31-05-2018 14:00,7538.6,7560.9,7527.0,7545.5,353.68,2668075.47,7645.053609,7452.146,7259.238391
BTC,Bitfinex,1527778800,31-05-2018 15:00,7545.5,7584.8,7537.7,7557.3,942.99,7133426.77,7651.167439,7464.431,7277.694561
BTC,Bitfinex,1527782400,31-05-2018 16:00,7557.3,7559.7,7536.4,7547.5,404.41,3052259.81,7655.552127,7474.880999999998,7294.2098730000025
BTC,Bitfinex,1527786000,31-05-2018 17:00,7547.5,7599.7,7547.4,7580.6,1071.42,8117546.18,7661.441914,7487.146,7312.850086
BTC,Bitfinex,1527789600,31-05-2018 18:00,7580.6,7590.9,7560.0,7560.0,431.12,3263703.28,7662.684788,7497.646,7332.607212000001
BTC,Bitfinex,1527793200,31-05-2018 19:00,7560.0,7566.0,7535.2,7538.1,430.44,3249402.12,7661.669815,7505.795,7349.920184999999
BTC,Bitfinex,1527796800,31-05-2018 20:00,7538.1,7562.1,7518.76,7535.6,874.37,6593467.54,7657.174768000001,7514.115,7371.055232
BTC,Bitfinex,1527800400,31-05-2018 21:00,7535.6,7562.1,7524.3,7541.5,722.01,5443660.47,7645.103656,7523.795,7402.486344
BTC,Bitfinex,1527804000,31-05-2018 22:00,7541.5,7544.7,7413.84,7440.0,3036.83,22644388.66,7625.385043000001,7528.745,7432.104957
BTC,Bitfinex,1527807600,31-05-2018 23:00,7440.0,7490.0,7439.9,7485.8,561.65,4194693.59,7599.447877,7534.8,7470.152123000003
BTC,Bitfinex,1527811200,01-06-2018 00:00,7485.8,7525.0,7481.9,7505.4,612.36,4595641.06,7598.319586,7535.615,7472.910414
BTC,Bitfinex,1527814800,01-06-2018 01:00,7505.4,7505.4,7475.0,7483.3,267.94,2006015.0,7599.58964,7534.92,7470.250359999999
BTC,Bitfinex,1527818400,01-06-2018 02:00,7483.3,7520.0,7483.1,7489.0,662.28,4967003.09,7596.367619,7530.865,7465.362381
BTC,Bitfinex,1527822000,01-06-2018 03:00,7489.0,7499.1,7439.9,7485.9,767.83,5735659.41,7593.121415,7526.875,7460.628584999998
BTC,Bitfinex,1527825600,01-06-2018 04:00,7485.9,7485.9,7458.2,7480.5,404.14,3020832.73,7592.3454269999975,7523.675,7455.004573
BTC,Bitfinex,1527829200,01-06-2018 05:00,7480.5,7493.6,7478.9,7487.0,414.15,3100088.41,7591.366088,7521.185,7451.003912
BTC,Bitfinex,1527832800,01-06-2018 06:00,7487.0,7574.0,7486.1,7540.0,1119.99,8448522.29,7591.196411,7521.105,7451.013589
BTC,Bitfinex,1527836400,01-06-2018 07:00,7540.0,7599.8,7539.9,7578.3,2211.48,16766972.54,7597.29328,7523.15,7449.00672
BTC,Bitfinex,1527840000,01-06-2018 08:00,7578.3,7599.8,7556.2,7596.8,665.63,5043862.56,7606.294015,7525.835,7445.375985
BTC,Bitfinex,1527843600,01-06-2018 09:00,7596.8,7597.0,7526.0,7529.6,585.59,4427075.56,7605.653855,7525.385,7445.116145
BTC,Bitfinex,1527847200,01-06-2018 10:00,7529.6,7548.7,7515.5,7542.43,517.43,3897920.34,7605.357517,7525.2315,7445.105482999998
BTC,Bitfinex,1527850800,01-06-2018 11:00,7542.43,7562.0,7329.19,7345.8,3186.14,23698602.23,7625.138675,7514.6565,7404.174325
BTC,Bitfinex,1527854400,01-06-2018 12:00,7345.8,7416.0,7344.2,7407.1,1692.21,12500197.86,7626.409942,7507.6365,7388.863058
BTC,Bitfinex,1527858000,01-06-2018 13:00,7407.1,7424.1,7394.8,7416.1,540.11,4002493.48,7619.609584999997,7499.4115,7379.213415
